Club Name,Season,Player Name,Date Of Birth
Everton,2019/20,Lucas Digne,1993-07-20
Everton,2019/20,Yerry Mina,1994-09-23
Everton,2019/20,Séamus Coleman,1988-11-10
Everton,2019/20,Jonjoe Kenny,1997-03-15
Everton,2019/20,André Gomes,1993-07-30
Everton,2019/20,Gylfi Sigurdsson,1989-08-09
Everton,2019/20,James McCarthy,1995-09-18
Everton,2019/20,Idrissa Gueye,1989-09-26
Everton,2019/20,Morgan Schneiderlin,1989-08-11
Everton,2019/20,Bernard,1992-08-09
Everton,2019/20,Tom Davies,1998-06-30
Everton,2019/20,Theo Walcott,1989-03-16
Everton,2019/20,Cenk Tosun,1991-07-06
Everton,2019/20,Dominic Calvert-Lewin,1997-03-16
Everton,2019/20,Richarlison,1997-10-05
Everton,2019/20,Ademola Lookman,1997-10-20
Everton,2019/20,Jiang Guangtai,1994-05-27
Everton,2019/20,Cuco Martina,1989-09-25
Everton,2019/20,Callum Connolly,1997-09-23
Everton,2019/20,Yannick Bolasie,1989-05-24
Everton,2019/20,Beni Baningime,1998-09-09
Everton,2019/20,Kieran Dowell,1997-10-10
Everton,2019/20,Mason Holgate,1996-10-22
Everton,2019/20,Matthew Pennington,1994-06-10
Everton,2019/20,Sandro Ramírez,1995-09-07
Everton,2019/20,Muhamed Besic,1992-10-09
Everton,2019/20,Joe Williams,1996-08-12
Everton,2019/20,Nikola Vlasic,1997-04-10
Everton,2019/20,Jonas Lössl,1989-01-02
Everton,2019/20,Luke Garbutt,1993-05-21
Everton,2019/20,Kevin Mirallas,1987-05-10
Everton,2019/20,Henry Onyekuru,1997-05-06
Everton,2019/20,Shani Tarashaj,1995-07-02
Everton,2019/20,Oumar Niasse,1990-04-18
Everton,2019/20,Fabian Delph,1989-11-21
Everton,2019/20,Jean-Philippe Gbamin,1995-09-25
Everton,2019/20,Moise Kean,2000-02-28
Everton,2019/20,Djibril Sidibé,1992-07-29
Everton,2019/20,Alexander Iwobi,1996-03-05
Everton,2019/20,Anthony Gordon,2001-02-24
Everton,2019/20,Dennis Adeniran,1999-02-01
Everton,2019/20,Lewis Gibson,2000-07-19
Everton,2019/20,Jarrad Branthwaite,2002-06-27
Everton,2019/20,Ellis Simms,2001-05-01
Leicester City,2019/20,Kasper Schmeichel,1986-05-11
Leicester City,2019/20,Danny Ward,1991-11-12
Leicester City,2019/20,Eldin Jakupovic,1984-02-10
Leicester City,2019/20,Danny Simpson,1987-04-01
Leicester City,2019/20,Ben Chilwell,1996-12-21
Leicester City,2019/20,Çaglar Söyüncü,1996-05-23
Leicester City,2019/20,Wes Morgan,1984-01-21
Leicester City,2019/20,Jonny Evans,1988-03-01
Leicester City,2019/20,Ricardo Pereira,1993-06-10
Leicester City,2019/20,Harry Maguire,1993-05-03
Leicester City,2019/20,Christian Fuchs,1986-07-04
Leicester City,2019/20,Demarai Gray,1996-06-28
Leicester City,2019/20,James Maddison,1996-11-23
Leicester City,2019/20,Marc Albrighton,1989-11-18
Leicester City,2019/20,Daniel Amartey,1994-12-21
Leicester City,2019/20,Harvey Barnes,1997-09-12
Leicester City,2019/20,Youri Tielemans,1997-07-05
Leicester City,2019/20,Matty James,1991-07-22
Leicester City,2019/20,Nampalys Mendy,1992-06-23
Leicester City,2019/20,Wilfred Ndidi,1996-12-16
Leicester City,2019/20,Rachid Ghezzal,1992-09-05
Leicester City,2019/20,Hamza Choudhury,1997-01-10
Leicester City,2019/20,Thakgalo Leshabela,1999-09-18
Leicester City,2019/20,Kelechi Iheanacho,1996-03-10
Leicester City,2019/20,Jamie Vardy,1987-11-01
Leicester City,2019/20,Shinji Okazaki,1986-04-16
Leicester City,2019/20,Yohan Benalouane,1987-03-28
Leicester City,2019/20,Vicente Iborra,1988-01-16
Leicester City,2019/20,Filip Benkovic,1997-07-13
Leicester City,2019/20,Bartosz Kapustka,1996-12-23
Leicester City,2019/20,Leonardo Ulloa,1986-07-26
Leicester City,2019/20,James Justin,1998-02-23
Leicester City,2019/20,Josh Knight,1997-07-09
Leicester City,2019/20,Adrien Silva,1989-03-15
Leicester City,2019/20,Andy King,1988-10-29
Leicester City,2019/20,Fousseni Diabaté,1995-10-18
Leicester City,2019/20,George Thomas,1997-03-24
Leicester City,2019/20,Ayoze Pérez,1993-07-29
Leicester City,2019/20,Daniel Iversen,1997-07-19
Leicester City,2019/20,Callum Elder,1995-01-27
Leicester City,2019/20,Adam Leathers,2001-11-14
Leicester City,2019/20,Ethan Fitzhugh,2002-11-27
Leicester City,2019/20,Admiral Muskwe,1998-08-21
Leicester City,2019/20,Will Russ,2002-08-11
Leicester City,2019/20,Viktor Johansson,1998-09-14
Leicester City,2019/20,Vontae Daley-Campbell,2001-02-04
Leicester City,2019/20,Callum Wright,2000-02-05
Leicester City,2019/20,Terell Pennant,2002-09-14
Leicester City,2019/20,Layton Ndukwu,1998-07-09
Leicester City,2019/20,Calvin Bassey,1999-12-31
Leicester City,2019/20,Sidnei Tavares,2001-09-29
Leicester City,2019/20,Elliott Moore,1997-03-16
Leicester City,2019/20,Dennis Praet,1994-05-14
Leicester City,2019/20,Kiernan Dewsbury-Hall,1998-06-09
Leicester City,2019/20,Ryan Bennett,1990-06-03
Leicester City,2019/20,Islam Slimani,1988-06-18
Leicester City,2019/20,Darnell Johnson,1998-03-09
Leicester City,2019/20,Luke Thomas,2001-10-06
Leicester City,2019/20,George Hirst,1999-02-15
Liverpool,2019/20,Alisson,1992-02-10
Liverpool,2019/20,Simon Mignolet,1988-06-03
Liverpool,2019/20,Caoimhin Kelleher,1998-11-23
Liverpool,2019/20,Virgil van Dijk,1991-08-07
Liverpool,2019/20,Dejan Lovren,1989-05-07
Liverpool,2019/20,Joseph Gomez,1997-05-23
Liverpool,2019/20,Alberto Moreno,1992-05-07
Liverpool,2019/20,Andrew Robertson,1994-11-03
Liverpool,2019/20,Joel Matip,1991-08-08
Liverpool,2019/20,Ki-Jana Hoever,2002-01-18
Liverpool,2019/20,Trent Alexander-Arnold,1998-07-10
Liverpool,2019/20,Fabinho,1993-10-23
Liverpool,2019/20,Georginio Wijnaldum,1990-11-11
Liverpool,2019/20,James Milner,1986-04-01
Liverpool,2019/20,Naby Keïta,1995-10-02
Liverpool,2019/20,Jordan Henderson,1990-06-17
Liverpool,2019/20,Adam Lallana,1988-10-05
Liverpool,2019/20,Alex Oxlade-Chamberlain,1993-08-15
Liverpool,2019/20,Curtis Jones,2001-01-30
Liverpool,2019/20,Isaac Christie-Davies,1997-10-18
Liverpool,2019/20,Rafael Camacho,2000-05-22
Liverpool,2019/20,Roberto Firmino,1991-02-10
Liverpool,2019/20,Sadio Mané,1992-10-04
Liverpool,2019/20,Mohamed Salah,1992-06-15
Liverpool,2019/20,Daniel Sturridge,1989-01-09
Liverpool,2019/20,Xherdan Shaqiri,1991-10-10
Liverpool,2019/20,Rhian Brewster,2000-01-04
Liverpool,2019/20,Divock Origi,1995-04-18
Liverpool,2019/20,Ben Woodburn,1999-10-15
Liverpool,2019/20,Allan,1997-03-03
Liverpool,2019/20,Lazar Markovic,1994-02-03
Liverpool,2019/20,Kamil Grabara,1999-08-01
Liverpool,2019/20,Dominic Solanke,1997-09-14
Liverpool,2019/20,Sheyi Ojo,1997-06-19
Liverpool,2019/20,Ragnar Klavan,1985-10-30
Liverpool,2019/20,Sepp van den Berg,2001-12-20
Liverpool,2019/20,Nathaniel Clyne,1991-05-04
Liverpool,2019/20,Harry Wilson,1997-03-22
Liverpool,2019/20,Vítezslav Jaros,2001-07-23
Liverpool,2019/20,Daniel Atherton,1999-12-18
Liverpool,2019/20,George Johnston,1998-01-09
Liverpool,2019/20,Yasser Larouci,2001-01-01
Liverpool,2019/20,Nathaniel Phillips,1997-03-21
Liverpool,2019/20,Paul Glatzel,2001-02-20
Liverpool,2019/20,Adam Lewis,1999-08-11
Liverpool,2019/20,Ryan Kent,1996-11-11
Liverpool,2019/20,Bobby Duncan,2001-06-26
Liverpool,2019/20,Andy Lonergan,1983-10-19
Liverpool,2019/20,Harvey Elliott,2003-04-04
Liverpool,2019/20,Adrián,1987-03-01
Liverpool,2019/20,Ovie Ejaria,1997-11-18
Liverpool,2019/20,Pedro Chirivella,1997-05-23
Liverpool,2019/20,Herbie Kane,1998-11-23
Liverpool,2019/20,Luis Longstaff,2001-02-24
Liverpool,2019/20,Leighton Clarkson,2001-10-19
Liverpool,2019/20,Neco Williams,2001-04-13
Liverpool,2019/20,Billy Koumetio,2002-11-14
Liverpool,2019/20,Ben Winterbottom,2001-07-16
Liverpool,2019/20,Tony Gallacher,1999-07-23
Liverpool,2019/20,Thomas Clayton,2000-12-27
Liverpool,2019/20,Morgan Boyes,2001-04-22
Liverpool,2019/20,James Norris,2003-04-04
Liverpool,2019/20,Elijah Dixon-Bonner,2001-01-01
Liverpool,2019/20,Jack Bearne,2001-09-15
Liverpool,2019/20,Layton Stewart,2002-03-09
Liverpool,2019/20,Thomas Hill,2002-10-13
Liverpool,2019/20,Takumi Minamino,1995-01-16
Liverpool,2019/20,Jake Cain,2001-02-09
Liverpool,2019/20,Liam Millar,1999-09-27
Liverpool,2019/20,Joseph Hardy,1998-09-26
Liverpool,2019/20,Marko Grujic,1996-04-13
Liverpool,2019/20,Loris Karius,1993-06-22
Liverpool,2019/20,Taiwo Awoniyi,1997-12-08
Manchester City,2019/20,Claudio Bravo,1983-04-13
Manchester City,2019/20,Ederson,1993-08-17
Manchester City,2019/20,Daniel Grimshaw,1998-01-16
Manchester City,2019/20,Arijanet Muric,1998-07-11
Manchester City,2019/20,Kyle Walker,1990-05-28
Manchester City,2019/20,Danilo,1991-07-15
Manchester City,2019/20,Vincent Kompany,1986-10-04
Manchester City,2019/20,John Stones,1994-05-28
Manchester City,2019/20,Aymeric Laporte,1994-05-27
Manchester City,2019/20,Eliaquim Mangala,1991-02-13
Manchester City,2019/20,Benjamin Mendy,1994-07-17
Manchester City,2019/20,Nicolás Otamendi,1988-12-02
Manchester City,2019/20,Philippe Sandler,1997-10-02
Manchester City,2019/20,Eric García,2001-09-01
Manchester City,2019/20,Cameron Humphreys-Grant,1998-08-22
Manchester City,2019/20,Ilkay Gündogan,1990-10-24
Manchester City,2019/20,Kevin De Bruyne,1991-06-28
Manchester City,2019/20,Fabian Delph,1989-11-21
Manchester City,2019/20,Bernardo Silva,1994-10-08
Manchester City,2019/20,David Silva,1986-08-01
Manchester City,2019/20,Fernandinho,1985-04-05
Manchester City,2019/20,Riyad Mahrez,1991-02-21
Manchester City,2019/20,Oleksandr Zinchenko,1996-12-15
Manchester City,2019/20,Phil Foden,2000-05-28
Manchester City,2019/20,Felix Nmecha,2000-10-10
Manchester City,2019/20,Claudio Gomes,2000-07-23
Manchester City,2019/20,Adrián Bernabé,2001-05-26
Manchester City,2019/20,Raheem Sterling,1994-08-12
Manchester City,2019/20,Sergio Agüero,1988-02-06
Manchester City,2019/20,Leroy Sané,1996-11-01
Manchester City,2019/20,Gabriel Jesus,1997-03-04
Manchester City,2019/20,Taylor Richards,2000-04-12
Manchester City,2019/20,Marlos Moreno,1996-09-20
Manchester City,2019/20,Brahim Díaz,1999-03-08
Manchester City,2019/20,Jason Denayer,1995-06-28
Manchester City,2019/20,Daniel Arzani,1999-04-01
Manchester City,2019/20,Patrick Roberts,1997-05-02
Manchester City,2019/20,Erik Palmer-Brown,1997-04-24
Manchester City,2019/20,Tosin Adarabioyo,1997-09-24
Manchester City,2019/20,Luke Bolton,1999-07-10
Manchester City,2019/20,Lukas Nmecha,1998-12-14
Manchester City,2019/20,Angeliño,1997-04-01
Manchester City,2019/20,Rodri,1996-06-22
Manchester City,2019/20,Taylor Harwood-Bellis,2002-01-30
Manchester City,2019/20,Alpha Richard Dionkou,2001-10-10
Manchester City,2019/20,Tommy Doyle,2001-10-17
Manchester City,2019/20,Ben Knight,2002-06-14
Manchester City,2019/20,Iker Pozo,2000-06-08
Manchester City,2019/20,Aleix García,1997-06-28
Manchester City,2019/20,Nabili Zoubdi Touaizi,2001-01-02
Manchester City,2019/20,Gavin Bazunu,2002-02-20
Manchester City,2019/20,João Cancelo,1994-05-27
Manchester City,2019/20,Scott Carson,1985-03-09
Manchester City,2019/20,Pedro Porro,1999-09-13
Manchester City,2019/20,Ian Poveda-Ocampo,2000-09-02
Manchester City,2019/20,Mikkel Diskerud,1990-02-10
Manchester City,2019/20,Cole Palmer,2002-06-05
Manchester City,2019/20,Zack Steffen,1995-02-04
Manchester City,2019/20,Slobodan Tedic,2000-04-13
Manchester United,2019/20,David de Gea,1990-07-11
Manchester United,2019/20,Lee Grant,1983-01-27
Manchester United,2019/20,Sergio Romero,1987-02-22
Manchester United,2019/20,Victor Lindelöf,1994-07-17
Manchester United,2019/20,Eric Bailly,1994-12-04
Manchester United,2019/20,Phil Jones,1992-02-21
Manchester United,2019/20,Chris Smalling,1989-11-22
Manchester United,2019/20,Marcos Rojo,1990-03-20
Manchester United,2019/20,Ashley Young,1985-09-07
Manchester United,2019/20,Diogo Dalot,1999-03-18
Manchester United,2019/20,Luke Shaw,1995-12-07
Manchester United,2019/20,Antonio Valencia,1985-04-08
Manchester United,2019/20,Matteo Darmian,1989-02-12
Manchester United,2019/20,Paul Pogba,1993-03-15
Manchester United,2019/20,Juan Mata,1988-04-28
Manchester United,2019/20,Jesse Lingard,1992-12-15
Manchester United,2019/20,Andreas Pereira,1996-01-01
Manchester United,2019/20,Fred,1993-05-03
Manchester United,2019/20,Ander Herrera,1989-08-14
Manchester United,2019/20,Nemanja Matic,1988-01-08
Manchester United,2019/20,James Garner,2001-03-13
Manchester United,2019/20,Scott McTominay,1996-08-12
Manchester United,2019/20,Tahith Chong,1999-04-12
Manchester United,2019/20,Angel Gomes,2000-08-31
Manchester United,2019/20,Alexis Sánchez,1988-12-19
Manchester United,2019/20,Romelu Lukaku,1993-05-13
Manchester United,2019/20,Marcus Rashford,1997-10-31
Manchester United,2019/20,Anthony Martial,1995-05-12
Manchester United,2019/20,Joshua Bohui,1999-03-03
Manchester United,2019/20,Mason Greenwood,2001-01-10
Manchester United,2019/20,Marouane Fellaini,1987-11-22
Manchester United,2019/20,Ethan Hamilton,1998-10-18
Manchester United,2019/20,Daniel James,1997-10-11
Manchester United,2019/20,Kieran O'Hara,1996-04-22
Manchester United,2019/20,Aaron Wan-Bissaka,1997-11-26
Manchester United,2019/20,Timothy Fosu-Mensah,1998-02-01
Manchester United,2019/20,Axel Tuanzebe,1997-11-14
Manchester United,2019/20,Joel Pereira,1996-06-28
Manchester United,2019/20,Harry Maguire,1993-05-03
Manchester United,2019/20,Brandon Williams,2000-03-09
Manchester United,2019/20,Matej Kovář,2000-05-17
Manchester United,2019/20,Ethan Laird,2001-05-08
Manchester United,2019/20,Max Taylor,2000-10-01
Manchester United,2019/20,Di'Shon Bernard,2000-10-14
Manchester United,2019/20,Teden Mengi,2002-04-30
Manchester United,2019/20,Arnau Puigmal,2001-10-01
Manchester United,2019/20,Ethan Galbraith,2001-11-05
Manchester United,2019/20,Dylan Levitt,2000-11-17
Manchester United,2019/20,D'Mani Mellor,2000-09-20
Manchester United,2019/20,Largie Ramazani,2001-02-27
Manchester United,2019/20,Bruno Fernandes,1994-08-09
Manchester United,2019/20,Nathan Bishop,1999-10-15
Manchester United,2019/20,Odion Ighalo,1989-06-16
Manchester United,2019/20,Dean Henderson,1997-12-03
Newcastle United,2019/20,Robert Elliot,1986-04-30
Newcastle United,2019/20,Martin Dúbravka,1989-01-15
Newcastle United,2019/20,Karl Darlow,1990-08-10
Newcastle United,2019/20,Nathan Harker,1998-05-11
Newcastle United,2019/20,Freddie Woodman,1997-04-03
Newcastle United,2019/20,Ciaran Clark,1989-09-26
Newcastle United,2019/20,Paul Dummett,1991-09-26
Newcastle United,2019/20,Fabian Schär,1991-12-20
Newcastle United,2019/20,Jamaal Lascelles,1993-11-11
Newcastle United,2019/20,Federico Fernández,1989-02-21
Newcastle United,2019/20,Javier Manquillo,1994-05-05
Newcastle United,2019/20,Florian Lejeune,1991-05-20
Newcastle United,2019/20,DeAndre Yedlin,1993-09-07
Newcastle United,2019/20,Antonio Barreca,1995-03-18
Newcastle United,2019/20,Lewis Cass,2000-02-27
Newcastle United,2019/20,Ki Sung-Yeung,1989-01-24
Newcastle United,2019/20,Jonjo Shelvey,1992-02-27
Newcastle United,2019/20,Mohamed Diamé,1987-06-14
Newcastle United,2019/20,Matt Ritchie,1989-10-09
Newcastle United,2019/20,Isaac Hayden,1995-03-22
Newcastle United,2019/20,Kenedy,1996-08-02
Newcastle United,2019/20,Miguel Almirón,1994-10-02
Newcastle United,2019/20,Christian Atsu,1992-10-01
Newcastle United,2019/20,Sean Longstaff,1997-10-30
Newcastle United,2019/20,Kelland Watts,1999-03-11
Newcastle United,2019/20,Salomón Rondón,1989-09-16
Newcastle United,2019/20,Yoshinori Muto,1992-07-15
Newcastle United,2019/20,Ayoze Pérez,1993-07-29
Newcastle United,2019/20,Joselu,1990-03-27
Newcastle United,2019/20,Callum Roberts,1997-04-14
Newcastle United,2019/20,Jack Colback,1989-10-24
Newcastle United,2019/20,Jacob Murphy,1995-02-24
Newcastle United,2019/20,Rolando Aarons,1995-11-16
Newcastle United,2019/20,Achraf Lazaar,1992-01-22
Newcastle United,2019/20,Jamie Sterry,1995-11-21
Newcastle United,2019/20,Owen Bailey,1999-01-22
Newcastle United,2019/20,Matthew Longstaff,2000-03-21
Newcastle United,2019/20,Thomas Allan,1999-09-23
Newcastle United,2019/20,Elias Sorensen,1999-09-18
Newcastle United,2019/20,Joelinton,1996-08-14
Newcastle United,2019/20,Jetro Willems,1994-03-30
Newcastle United,2019/20,Allan Saint-Maximin,1997-12-03
Newcastle United,2019/20,Emil Krafth,1994-02-08
Newcastle United,2019/20,Dwight Gayle,1989-10-17
Newcastle United,2019/20,Andy Carroll,1989-06-01
Newcastle United,2019/20,Liam Gibson,1997-04-25
Newcastle United,2019/20,Nabil Bentaleb,1994-11-24
Newcastle United,2019/20,Valentino Lazaro,1996-03-24
Newcastle United,2019/20,Danny Rose,1990-02-07
Newcastle United,2019/20,Peter Keen,1976-11-16
Newcastle United,2019/20,Jack Young,2000-10-21
Newcastle United,2019/20,Henri Saivet,1990-10-26
Newcastle United,2019/20,Daniel Barlaser,1997-01-18
Norwich City,2019/20,Tim Krul,1988-03-04
Norwich City,2019/20,Michael McGovern,1984-12-07
Norwich City,2019/20,Aston Oxborough,1998-09-05
Norwich City,2019/20,Ivo Pinto,1990-07-01
Norwich City,2019/20,Christoph Zimmermann,1993-12-01
Norwich City,2019/20,Jamal Lewis,1998-01-25
Norwich City,2019/20,Timm Klose,1988-09-05
Norwich City,2019/20,Felix Passlack,1998-05-29
Norwich City,2019/20,Philip Heise,1991-06-20
Norwich City,2019/20,Grant Hanley,1991-11-20
Norwich City,2019/20,Max Aarons,2000-04-01
Norwich City,2019/20,Timi Odusina,1999-10-28
Norwich City,2019/20,Ben Godfrey,1998-01-15
Norwich City,2019/20,Mario Vrancic,1989-05-23
Norwich City,2019/20,Moritz Leitner,1992-08-12
Norwich City,2019/20,Emiliano Buendía,1996-12-25
Norwich City,2019/20,Marco Stiepermann,1991-09-02
Norwich City,2019/20,Tom Trybull,1993-09-03
Norwich City,2019/20,Kenny McLean,1992-08-01
Norwich City,2019/20,Onel Hernández,1993-01-02
Norwich City,2019/20,Alexander Tettey,1986-04-04
Norwich City,2019/20,Louis Thompson,1994-12-19
Norwich City,2019/20,Todd Cantwell,1998-02-27
Norwich City,2019/20,Alfie Payne,1999-07-10
Norwich City,2019/20,Jordan Rhodes,1990-05-02
Norwich City,2019/20,Teemu Pukki,1990-03-29
Norwich City,2019/20,Dennis Srbeny,1994-05-05
Norwich City,2019/20,Marcel Franke,1993-05-04
Norwich City,2019/20,Sean Raggett,1993-04-17
Norwich City,2019/20,Josip Drmic,1992-08-08
Norwich City,2019/20,James Husband,1994-03-01
Norwich City,2019/20,Ben Marshall,1991-03-29
Norwich City,2019/20,Nélson Oliveira,1991-08-08
Norwich City,2019/20,Yanic-Sonny Wildschut,1991-01-11
Norwich City,2019/20,Patrick Roberts,1997-05-02
Norwich City,2019/20,Ralf Fährmann,1988-09-27
Norwich City,2019/20,Sam Byram,1993-09-16
Norwich City,2019/20,Adam Idah,2001-11-02
Norwich City,2019/20,Ibrahim Amadou,1993-06-04
Norwich City,2019/20,Archie Mair,2001-10-02
Norwich City,2019/20,Akin Famewo,1998-09-11
Norwich City,2019/20,Rocky Bushiri,1999-11-30
Norwich City,2019/20,Ondrej Duda,1994-05-12
Norwich City,2019/20,Lukas Rupp,1991-08-01
Norwich City,2019/20,Josh Martin,2001-09-09
Norwich City,2019/20,Sam McCallum,2000-02-09
Norwich City,2019/20,Melvin Sitti,2000-02-14
Norwich City,2019/20,Mason Bloomfield,1996-04-11
Norwich City,2019/20,Jordan Thomas,2001-02-01
Norwich City,2019/20,Daniel Adshead,2001-02-09
Sheffield United,2019/20,Simon Moore,1990-05-19
Sheffield United,2019/20,Jake Eastwood,1996-03-10
Sheffield United,2019/20,George Baldock,1993-09-03
Sheffield United,2019/20,Enda Stevens,1990-09-07
Sheffield United,2019/20,Jack O'Connell,1994-03-29
Sheffield United,2019/20,Chris Basham,1988-07-20
Sheffield United,2019/20,John Lundstram,1994-02-18
Sheffield United,2019/20,John Egan,1992-10-20
Sheffield United,2019/20,Jake Wright,1986-11-03
Sheffield United,2019/20,Kieron Freeman,1992-03-21
Sheffield United,2019/20,Richard Stearman,1987-08-19
Sheffield United,2019/20,Kean Bryan,1996-01-11
Sheffield United,2019/20,Martin Cranie,1986-09-26
Sheffield United,2019/20,Rhys Norrington-Davies,1999-04-22
Sheffield United,2019/20,John Fleck,1991-08-24
Sheffield United,2019/20,Kieran Dowell,1997-10-10
Sheffield United,2019/20,Paul Coutts,1988-07-22
Sheffield United,2019/20,Oliver Norwood,1991-12-04
Sheffield United,2019/20,Mark Duffy,1985-07-10
Sheffield United,2019/20,Marvin Johnson,1990-01-12
Sheffield United,2019/20,Billy Sharp,1986-05-02
Sheffield United,2019/20,Scott Hogan,1992-04-13
Sheffield United,2019/20,Gary Madine,1990-08-24
Sheffield United,2019/20,David McGoldrick,1987-11-29
Sheffield United,2019/20,Conor Washington,1992-05-18
Sheffield United,2019/20,Ben Heneghan,1993-09-19
Sheffield United,2019/20,Daniel Lafferty,1989-05-18
Sheffield United,2019/20,Nathan Thomas,1994-09-27
Sheffield United,2019/20,Ricky Holmes,1987-06-19
Sheffield United,2019/20,Samir Carruthers,1993-04-04
Sheffield United,2019/20,Leon Clarke,1985-10-02
Sheffield United,2019/20,Tyler Smith,1998-04-12
Sheffield United,2019/20,Caolan Lavery,1992-10-22
Sheffield United,2019/20,Ched Evans,1988-12-28
Sheffield United,2019/20,Luke Freeman,1992-03-22
Sheffield United,2019/20,Phil Jagielka,1982-08-17
Sheffield United,2019/20,Callum Robinson,1995-02-02
Sheffield United,2019/20,Ravel Morrison,1993-02-02
Sheffield United,2019/20,Lys Mousset,1996-08-02
Sheffield United,2019/20,Ben Osborn,1994-05-08
Sheffield United,2019/20,Dean Henderson,1997-12-03
Sheffield United,2019/20,Oliver McBurnie,1996-04-06
Sheffield United,2019/20,Michael Verrips,1996-03-12
Sheffield United,2019/20,Muhamed Besic,1992-10-09
Sheffield United,2019/20,Jack Rodwell,1991-11-03
Sheffield United,2019/20,Jack Robinson,1993-01-09
Sheffield United,2019/20,David Parkhouse,1999-10-24
Sheffield United,2019/20,Sander Berge,1998-02-14
Sheffield United,2019/20,Richairo Zivkovic,1996-05-09
Sheffield United,2019/20,Panagiotis Retsos,1998-09-08
Sheffield United,2019/20,Regan Slater,1999-11-09
Southampton,2019/20,Alex McCarthy,1989-03-12
Southampton,2019/20,Angus Gunn,1996-01-22
Southampton,2019/20,Harry Lewis,1997-12-20
Southampton,2019/20,Fraser Forster,1988-03-17
Southampton,2019/20,Maya Yoshida,1988-08-24
Southampton,2019/20,Jannik Vestergaard,1992-03-08
Southampton,2019/20,Jack Stephens,1994-01-27
Southampton,2019/20,Ryan Bertrand,1989-05-08
Southampton,2019/20,Matt Targett,1995-09-18
Southampton,2019/20,Jan Bednarek,1996-12-04
Southampton,2019/20,Yan Valery,1999-02-22
Southampton,2019/20,Kayne Ramsay,2000-10-10
Southampton,2019/20,Mohamed Elyounoussi,1994-04-08
Southampton,2019/20,Oriol Romeu,1991-09-24
Southampton,2019/20,James Ward-Prowse,1994-01-11
Southampton,2019/20,Stuart Armstrong,1992-03-30
Southampton,2019/20,Mario Lemina,1993-01-09
Southampton,2019/20,Nathan Redmond,1994-06-03
Southampton,2019/20,Pierre-Emile Højbjerg,1995-05-08
Southampton,2019/20,Josh Sims,1997-03-28
Southampton,2019/20,Tyreke Johnson,1998-03-11
Southampton,2019/20,Callum Slattery,1999-08-02
Southampton,2019/20,Shane Long,1987-01-22
Southampton,2019/20,Danny Ings,1992-07-23
Southampton,2019/20,Charlie Austin,1989-05-07
Southampton,2019/20,Sam Gallagher,1995-09-15
Southampton,2019/20,Michael Obafemi,2000-06-07
Southampton,2019/20,Marcus Barnes,1996-01-12
Southampton,2019/20,Cédric Soares,1991-08-31
Southampton,2019/20,Manolo Gabbiadini,1991-11-26
Southampton,2019/20,Steven Davis,1985-01-01
Southampton,2019/20,Sam McQueen,1995-06-02
Southampton,2019/20,Jake Flannigan,1996-02-02
Southampton,2019/20,Jake Hesketh,1996-03-27
Southampton,2019/20,Moussa Djenepo,1998-06-15
Southampton,2019/20,Wesley Hoedt,1994-06-03
Southampton,2019/20,Jordy Clasie,1991-06-27
Southampton,2019/20,Sofiane Boufal,1993-09-17
Southampton,2019/20,Harrison Reed,1995-01-27
Southampton,2019/20,Guido Carrillo,1991-05-25
Southampton,2019/20,Che Adams,1996-07-13
Southampton,2019/20,Jack Bycroft,2001-09-21
Southampton,2019/20,Oludare Olufunwa,2001-07-29
Southampton,2019/20,Thomas O'Connor,1999-04-21
Southampton,2019/20,Aaron O'Driscoll,1999-04-04
Southampton,2019/20,Alexandre Jankewitz,2001-12-25
Southampton,2019/20,Christoph Klarer,2000-06-14
Southampton,2019/20,Kornelius Normann Hansen,2001-06-05
Southampton,2019/20,Caleb Watts,2002-01-16
Southampton,2019/20,Daniel N'Lundulu,1999-05-02
Southampton,2019/20,William Smallbone,2000-02-21
Southampton,2019/20,Jake Vokins,2000-03-17
Southampton,2019/20,Kevin Danso,1998-09-19
Southampton,2019/20,Kyle Walker-Peters,1997-04-13
Southampton,2019/20,Michael Stensgaard,1974-01-09
Southampton,2019/20,Nathan Tella,1999-05-07
Southampton,2019/20,Will Ferry,2000-07-12
Southampton,2019/20,Jacob Maddox,1998-03-11
Tottenham Hotspur,2019/20,Hugo Lloris,1986-12-26
Tottenham Hotspur,2019/20,Paulo Gazzaniga,1992-02-01
Tottenham Hotspur,2019/20,Alfie Whiteman,1998-02-10
Tottenham Hotspur,2019/20,Kieran Trippier,1990-09-19
Tottenham Hotspur,2019/20,Danny Rose,1990-02-07
Tottenham Hotspur,2019/20,Toby Alderweireld,1989-02-03
Tottenham Hotspur,2019/20,Jan Vertonghen,1987-04-24
Tottenham Hotspur,2019/20,Davinson Sánchez,1996-12-06
Tottenham Hotspur,2019/20,Kyle Walker-Peters,1997-04-13
Tottenham Hotspur,2019/20,Juan Foyth,1998-12-01
Tottenham Hotspur,2019/20,Serge Aurier,1992-12-24
Tottenham Hotspur,2019/20,Ben Davies,1995-11-08
Tottenham Hotspur,2019/20,Timothy Eyoma,2000-01-29
Tottenham Hotspur,2019/20,Harry Winks,1996-02-02
Tottenham Hotspur,2019/20,Erik Lamela,1992-04-03
Tottenham Hotspur,2019/20,Victor Wanyama,1991-06-25
Tottenham Hotspur,2019/20,Eric Dier,1994-01-15
